names,,,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD
licence,,,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57
revised,,,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD
row,year,flu week,SB rate,CS rate,YE rate,MS rate,LC rate,GA rate,FL rate,PR rate,CA rate,PH rate,HI rate,RA rate,LA rate,RO rate,BE rate,VA rate,TO rate,BH rate,BL rate,MA rate,PO rate,RI rate,PW rate,RS rate,TE rate,TR rate,SH rate,SA rate,GL rate,FA rate,SG rate,MC rate,BR rate,ME rate,LI rate,PA rate,GF rate,JE rate,WI rate,MI rate,LN rate,CMHD rate,SB rate,CS count,YE count,MS count,LC count,GA count,FL count,PR count,CA count,PH count,HI count,RA count,LA count,RO count,BE count,VA count,TO count,BH count,BL count,MA count,PO count,RI count,PW count,RS count,TE count,TR count,SH count,SA count,GL count,FA count,SG count,MC count,BR count,ME count,LI count,PA count,GF count,JE count,WI count,MI count,LN count,CMHD count,SB pop,CS pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop
137,3,32,0,0.000061278,0.000019788,0,0.000169958,0.000129721,0.000829912,0,0,0,0,0,0,0.000737327,0.000106883,0,0,0,0,0,0.000325045,0.000092773,0,0,0.000165125,0,0,0,0,0,0,0,0,0,0,0.000128287,0,0,0,0.002669255,0.000102659,0.000145778,0,5,3,0,11,12,76,0,0,0,0,0,0,8,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,2,4,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
138,3,33,0,0.000061278,0.000019788,0,0.000030901,0.000064861,0.000567834,0,0,0,0,0,0,0.001105991,0.00032065,0.000133387,0.000383436,0,0,0,0.000487567,0.001206049,0,0,0,0,0,0,0,0,0,0.004705882,0,0,0,0.000513149,0,0,0,0.002426595,0.000051329,0.000072889,0,5,3,0,2,6,52,0,0,0,0,0,0,12,3,1,2,0,0,0,3,13,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,10,1,2,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
139,3,34,0,0.000061278,0.000006596,0,0,0,0.000349437,0,0,0,0,0,0,0.000645161,0.000106883,0,0,0,0,0,0,0.000092773,0,0,0,0,0,0,0,0,0,0.004117647,0,0,0,0,0,0,0,0.001698617,0.000051329,0,0,5,1,0,0,0,32,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,1,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
140,3,35,0,0.000049022,0,0,0.000030901,0,0.000076439,0,0,0,0.00543014,0,0,0.000645161,0.000106883,0.000133387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001455957,0,0,0,4,0,0,2,0,7,0,0,0,89,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
141,3,36,0,0,0.000006596,0,0,0,0.000087359,0,0,0,0,0,0,0.000276498,0.000106883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000970638,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
142,3,37,0,0,0.000006596,0,0.000015451,0,0.000174718,0,0,0,0,0,0,0,0.000106883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002426595,0,0,0,0,1,0,1,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
143,3,38,0,0,0,0,0.000077253,0,0.000218398,0,0,0,0,0.000024653,0,0.000092166,0.000213767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219507,0,0,0,0,0,0,0,0,0,0,0.000485319,0.000051329,0.000145778,0,0,0,0,5,0,20,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,4,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
144,3,39,0,0,0,0,0,0,0.000131039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153988,0.000145778,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
145,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
146,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
147,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
148,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
149,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
150,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
151,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
152,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
153,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
154,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
155,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
156,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
157,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34451,81596,151606,111016,64722,92506,91576,1753,10135,4116,16390,40563,29014,10850,9356,7497,5216,12996,6656,7664,6153,10779,7075,9355,6056,722,3549,11366,13667,3026,3582,1700,5763,1887,2392,15590,1244,11317,1034,4121,19482,27439
158,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
159,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
160,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
161,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
162,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000063731,0,0,0,0,0,0.000036447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
163,4,6,0.00005808,0,0,0,0,0.000010591,0,0,0,0,0,0,0,0,0,0,0,0,0.000606428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
164,4,7,0,0,0,0,0,0,0,0,0,0.000963159,0.000060533,0,0,0,0,0,0,0,0.000303214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127462,0,0,0,0,0,0.000036447,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
165,4,8,0,0,0,0,0.000153516,0.000010591,0,0,0,0,0,0,0,0,0.000107515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127462,0,0,0,0,0,0.000218683,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
166,4,9,0,0,0,0.000017925,0,0,0,0,0,0,0,0,0,0,0.000215031,0,0,0.000076243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382385,0,0,0,0.000473821,0,0.000072894,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
167,4,10,0,0,0,0,0.000568007,0,0,0,0,0.00048158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000254923,0,0,0,0,0,0.000036447,0,0,0,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
168,4,11,0,0,0,0.000008963,0.000245625,0,0,0,0,0,0,0,0,0,0,0,0,0.000076243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000254923,0,0,0,0,0,0.000036447,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
169,4,12,0,0,0,0,0.000092109,0.000010591,0,0,0,0,0,0.000024604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000583431,0,0,0,0.000382385,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
170,4,13,0.000464644,0.000012177,0,0.000008963,0.000460547,0,0,0,0,0,0,0,0,0,0,0,0,0.000381214,0,0,0,0,0,0,0,0,0,0,0,0.000328299,0,0,0,0,0,0.000509846,0,0,0,0,0,0.000109341,16,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,3,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
171,4,14,0.000580804,0.000060887,0,0.000008963,0.000061406,0.000021182,0,0,0.000484308,0.00024079,0,0,0,0,0,0,0,0.000076243,0,0,0,0.000179324,0,0,0,0,0,0,0,0.001313198,0,0,0,0,0,0,0,0,0,0,0,0.000072894,20,5,0,1,4,2,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
172,4,15,0.000929287,0.000121774,0,0.000017925,0,0.000031773,0,0,0.000774893,0,0.000060533,0,0.000137689,0.000360783,0.000322546,0,0,0.000381214,0,0,0,0.000806958,0,0.000107596,0,0,0.000551876,0,0.000072622,0,0,0.000583431,0,0,0.000423729,0.000127462,0,0,0.000908265,0.000236911,0.000154591,0,32,10,0,2,0,3,0,0,8,0,1,0,4,4,3,0,0,5,0,0,0,9,0,1,0,0,2,0,1,0,0,1,0,0,1,2,0,0,1,1,3,0,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
173,4,16,0.000551764,0.000207017,0,0.000026888,0.000061406,0.000158863,0,0,0,0.00024079,0.000484262,0.000098418,0.000275378,0.00126274,0.000322546,0,0,0.000228728,0,0,0.000483559,0.000986282,0,0.000107596,0,0,0.000551876,0,0.000072622,0.006237689,0,0.001166861,0,0,0.001271186,0.000573577,0,0,0,0.000236911,0.00005153,0.000072894,19,17,0,3,4,15,0,0,0,1,8,4,8,14,3,0,0,3,0,0,3,11,0,1,0,0,2,0,1,19,0,2,0,0,3,9,0,0,0,1,1,2,34435,82119,153613,111575,65140,94421,92835,1753,10324,4153,16520,40643,29051,11087,9301,7614,5118,13116,6596,7665,6204,11153,6950,9294,6037,693,3624,11300,13770,3046,3655,1714,5681,1903,2360,15691,1254,11435,1101,4221,19406,27437
